,drugID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,85,0.03773584905660377,0.03773584905660377,0.018867924528301886,0.0,0.05660377358490566,0.11320754716981132,0.09433962264150944,0.0,0.018867924528301886,0.018867924528301886,0.05660377358490566,0.0,0.018867924528301886,0.05660377358490566,0.03773584905660377,0.05660377358490566,0.03773584905660377,0.0,0.07547169811320754,0.03773584905660377,0.03773584905660377,0.03773584905660377,0.09433962264150944,0.0,0.0,0.05660377358490566
1,119,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2,137,0.0,0.15384615384615385,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0
3,143,0.0,0.13043478260869565,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.0,0.08695652173913043,0.043478260869565216,0.0,0.13043478260869565,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216
4,158,0.04,0.02,0.02,0.0,0.04,0.04,0.1,0.0,0.02,0.02,0.08,0.0,0.06,0.06,0.04,0.02,0.04,0.0,0.1,0.08,0.04,0.08,0.06,0.0,0.0,0.04
5,159,0.020618556701030927,0.030927835051546393,0.020618556701030927,0.0,0.030927835051546393,0.08247422680412371,0.07216494845360824,0.030927835051546393,0.0,0.010309278350515464,0.061855670103092786,0.0,0.020618556701030927,0.08247422680412371,0.041237113402061855,0.030927835051546393,0.07216494845360824,0.0,0.09278350515463918,0.030927835051546393,0.020618556701030927,0.10309278350515463,0.09278350515463918,0.0,0.0,0.05154639175257732
6,175,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
7,187,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
8,191,0.022727272727272728,0.045454545454545456,0.0,0.0,0.022727272727272728,0.045454545454545456,0.022727272727272728,0.0,0.0,0.022727272727272728,0.13636363636363635,0.0,0.022727272727272728,0.045454545454545456,0.045454545454545456,0.022727272727272728,0.06818181818181818,0.022727272727272728,0.09090909090909091,0.045454545454545456,0.022727272727272728,0.09090909090909091,0.09090909090909091,0.0,0.0,0.11363636363636363
9,206,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.0,0.03225806451612903,0.06451612903225806,0.0,0.0967741935483871,0.03225806451612903,0.0,0.06451612903225806,0.0967741935483871,0.0,0.0967741935483871,0.0,0.03225806451612903,0.0967741935483871,0.12903225806451613,0.0,0.0,0.03225806451612903
10,214,0.024691358024691357,0.037037037037037035,0.012345679012345678,0.0,0.04938271604938271,0.06172839506172839,0.08641975308641975,0.012345679012345678,0.0,0.012345679012345678,0.04938271604938271,0.0,0.037037037037037035,0.06172839506172839,0.037037037037037035,0.037037037037037035,0.09876543209876543,0.0,0.1111111111111111,0.012345679012345678,0.04938271604938271,0.06172839506172839,0.08641975308641975,0.0,0.012345679012345678,0.04938271604938271
11,232,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222
12,247,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,271,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,298,0.0,0.0,0.1111111111111111,0.037037037037037035,0.0,0.0,0.14814814814814814,0.07407407407407407,0.0,0.0,0.0,0.0,0.037037037037037035,0.1111111111111111,0.1111111111111111,0.0,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0,0.1111111111111111,0.0,0.0,0.0,0.037037037037037035
15,401,0.0,0.0,0.0,0.0,0.1111111111111111,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.1111111111111111,0.05555555555555555,0.0,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,0.16666666666666666
16,444,0.04247104247104247,0.05405405405405406,0.019305019305019305,0.019305019305019305,0.019305019305019305,0.05405405405405406,0.09266409266409266,0.015444015444015444,0.007722007722007722,0.007722007722007722,0.09652509652509653,0.011583011583011582,0.019305019305019305,0.0694980694980695,0.05791505791505792,0.07335907335907337,0.0888030888030888,0.003861003861003861,0.02702702702702703,0.019305019305019305,0.03861003861003861,0.05791505791505792,0.06177606177606178,0.0,0.003861003861003861,0.03861003861003861
17,450,0.031413612565445025,0.06282722513089005,0.015706806282722512,0.005235602094240838,0.015706806282722512,0.041884816753926704,0.09424083769633508,0.015706806282722512,0.015706806282722512,0.010471204188481676,0.09424083769633508,0.005235602094240838,0.015706806282722512,0.06282722513089005,0.06806282722513089,0.06282722513089005,0.08376963350785341,0.015706806282722512,0.031413612565445025,0.05759162303664921,0.03664921465968586,0.06806282722513089,0.05759162303664921,0.0,0.005235602094240838,0.02617801047120419
18,453,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.08333333333333333,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1388888888888889,0.0,0.1388888888888889,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.0,0.0,0.027777777777777776
19,564,0.0,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.07692307692307693,0.0,0.02564102564102564,0.05128205128205128,0.15384615384615385,0.02564102564102564,0.07692307692307693,0.0,0.10256410256410256,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564
20,581,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.07142857142857142,0.0,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.10714285714285714,0.0,0.14285714285714285,0.0,0.0,0.10714285714285714,0.0,0.0,0.03571428571428571,0.0
21,596,0.008,0.088,0.016,0.008,0.024,0.048,0.096,0.016,0.024,0.008,0.104,0.008,0.016,0.088,0.056,0.064,0.064,0.008,0.056,0.032,0.016,0.056,0.048,0.0,0.016,0.032
22,598,0.019230769230769232,0.07692307692307693,0.038461538461538464,0.0,0.038461538461538464,0.07692307692307693,0.019230769230769232,0.038461538461538464,0.0,0.019230769230769232,0.057692307692307696,0.0,0.038461538461538464,0.09615384615384616,0.038461538461538464,0.057692307692307696,0.057692307692307696,0.0,0.057692307692307696,0.038461538461538464,0.038461538461538464,0.057692307692307696,0.09615384615384616,0.0,0.019230769230769232,0.019230769230769232
23,612,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0
24,681,0.0,0.0,0.0,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.26666666666666666,0.0,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.06666666666666667
25,727,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222
26,738,0.021739130434782608,0.15217391304347827,0.021739130434782608,0.0,0.06521739130434782,0.043478260869565216,0.06521739130434782,0.0,0.0,0.021739130434782608,0.06521739130434782,0.0,0.043478260869565216,0.06521739130434782,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.0,0.08695652173913043,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.0,0.021739130434782608
27,750,0.0,0.07407407407407407,0.0,0.0,0.037037037037037035,0.1111111111111111,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.0,0.14814814814814814,0.037037037037037035,0.0,0.037037037037037035,0.07407407407407407,0.0,0.0,0.0
